┌─────────┬───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┬───────────────────────────────────────────────────────────────┐
│ (index) │ file                                                                                                                          │ storedProcedureName                                           │
│ 1444    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Cajeros\\DaoCajeros.cs'                                                     │ 'spInsSMSREGInsertarMensajeSMSCajero'                         │
│ 1445    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Cajeros\\DaoCajeros.cs'                                                     │ 'spBLOUSUSelValidarUsuarioBloqueado'                          │
│ 1446    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Cajeros\\DaoCajeros.cs'                                                     │ 'spUSUselEsUsuarioCajero'                                     │
│ 1447    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Cajeros\\DaoCajeros.cs'                                                     │ 'spCRETRAUpdAmbiente'                                         │
│ 1448    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Cajeros\\DaoCajeros.cs'                                                     │ 'spCRETRAUpdVersionPs'                                        │
│ 1449    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Cajeros\\DaoCajeros.cs'                                                     │ 'spPARINSSelProgramasActivos'                                 │
│ 1450    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Cajeros\\DaoCajeros.cs'                                                     │ 'spCAJUpdProgramasActivos'                                    │
│ 1451    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Cajeros\\DaoCajeros.cs'                                                     │ 'spLnAUDInsInstrumentacionExcepciones'                        │
│ 1452    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'SpLnRECSelProyectoProveedorConsulta'                         │
│ 1453    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'SpRECSelProyectoProveedorProcesamiento'                      │
│ 1454    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spCOLTRACBInsColaTxCB'                                       │
│ 1455    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spHISCOLTRACBInsTransaccionesCB'                             │
│ 1456    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spCOLTRACBUpdEstadoColaTxCB'                                 │
│ 1457    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spHISCOLTRACBInsTransaccionesCB'                             │
│ 1458    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spASIVIRCBSelConsultarNumeroCB'                              │
│ 1459    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spPROCORSelDatosCorresponsal'                                │
│ 1460    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spBANSelPorNombreBanco'                                      │
│ 1461    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spMOVPLACBInsMovPlanaCB'                                     │
│ 1462    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spMOVPLACBInsMovPlanaCB'                                     │
│ 1463    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spMOVPLACBInsMovPlanaCB'                                     │
│ 1464    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spCODRESCORSelCodigoRespuestaCorresponsal'                   │
│ 1465    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.CB\\DaoRecaudoCB.cs'                                                        │ 'spMOVPLACBInsMovPlanaCB'                                     │
│ 1466    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLISelClienteNatural'                                    │
│ 1467    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spLnCLISelHuellasClienteNatural'                             │
│ 1468    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spLnCLISelHuellasClienteNatural'                             │
│ 1469    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLISelClienteNatural'                                    │
│ 1470    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLISelPortafolioCliente'                                 │
│ 1471    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnDETUIAFSelConsultarDatosUIAF'                            │
│ 1472    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLISelDocListaRestrictiva'                               │
│ 1473    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLISelDocListaPEP'                                       │
│ 1474    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIUpdClienteRegistrado'                                 │
│ 1475    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIInsClienteNaturalHuella'                              │
│ 1476    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spLnCLIUpdHuellaClienteNatural'                              │
│ 1477    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIInsClienteHuella'                                     │
│ 1478    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIUpdPortafolioCliente'                                 │
│ 1479    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIUpdPortafolioCliente'                                 │
│ 1480    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIUpdPortafolioCliente'                                 │
│ 1481    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIUpdPortafolioCliente'                                 │
│ 1482    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIUpdActualizarClienteXId'                              │
│ 1483    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnDETUIAFUpdActualizarDatosUIAF'                           │
│ 1484    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIModClienteHuella'                                     │
│ 1485    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpMAEHUEUpdClienteHuellaIso'                                 │
│ 1486    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLIDelPortafolioCliente'                                 │
│ 1487    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCLISelNumeroVerificacion'                                │
│ 1488    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spDESSelDescuentoCliente'                                    │
│ 1489    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spDATLISVINCLISelListaCombos'                                │
│ 1490    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpLnCAJSelUsuariosPS'                                        │
│ 1491    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spInsSMSREGInsertarMensaje'                                  │
│ 1492    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLIAUTSelInfoClienteAutorizado'                            │
│ 1493    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLIDOCInsInsertarImagenEnrolamiento'                       │
│ 1494    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spSOLPSUpdAprobarSolicitudHuella'                            │
│ 1495    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLIDOCSelConsultarImagenesDoc'                             │
│ 1496    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spRegIntOpeInsClienteNoPermitido'                            │
│ 1497    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spMenCifSelMensajePos'                                       │
│ 1498    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLINOREGSelConsultaClienteExiste'                          │
│ 1499    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLINOREGInsClienteNoRegistrado'                            │
│ 1500    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLINOREGSelClienteNoRegistrado'                            │
│ 1501    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLICELUpdCelularCliente'                                   │
│ 1502    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLICELInsCelularCliente'                                   │
│ 1503    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLICELSelCelularCliente'                                   │
│ 1504    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCliRegSelCorreoCliente'                                    │
│ 1505    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'SpRECCLIselLstCodigosCIIU'                                   │
│ 1506    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spCLIREGSelTratamientoDatos'                                 │
│ 1507    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spHISDATCLIInsTratamientoDatos'                              │
│ 1508    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spBASCREEPISelConsultaCredito'                               │
│ 1509    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Clientes\\DaoClientes.cs'                                                   │ 'spBASCREEPIUpdContadorIntentos'                              │
│ 1510    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpLnCOMSelParametrosGeneralesPS'                             │
│ 1511    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpLnCOMSelParametriosGenerales'                              │
│ 1512    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spSelPuntoServicio'                                          │
│ 1513    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spSelPuntoServicio'                                          │
│ 1514    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SPLnPROUSUSelMailNotificacion'                               │
│ 1515    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SPLnPROUSUSelMailMontosMaximos'                              │
│ 1516    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SPLnENDSelEnpointsPuntosServicio'                            │
│ 1517    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spLnMOVSelConsultarSiexisteOperacion'                        │
│ 1518    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpPROEXTSelProyectosIntegracionesCastigadas'                 │
│ 1519    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpPROEXTSelProyectosIntegracionesProblema'                   │
│ 1520    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpPROSelProyectosRecargasPS'                                 │
│ 1521    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpLnCOMSelParametriosGenerales'                              │
│ 1522    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spPRORECASOSelConsultarProyRecaudo'                          │
│ 1523    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spPUNSelConsultaPuntoServicio'                               │
│ 1524    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spMDCANTAPRSelConsultarAnticiposAprobadosPS'                 │
│ 1525    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spSelPuntoServicioHorario'                                   │
│ 1526    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spSelRequerimientoLiquidez'                                  │
│ 1527    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spPARMENSelParametrosMensaje'                                │
│ 1528    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spUSUSelUsuario'                                             │
│ 1529    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spREGOPEInsGuardarDatosOperacionPin'                         │
│ 1530    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spREGOPEInsGuardarDatosOperacionHue'                         │
│ 1531    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spPUNSelPuntosSistemaPagador'                                │
│ 1532    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spREGIMPInsGuardarRegistroImpresion'                         │
│ 1533    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpTRASelTransportadora'                                      │
│ 1534    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spREGSelSMSTratamientoDatosXRegional'                        │
│ 1535    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCAJSelConsultarDatosCaja'                                  │
│ 1536    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCAJSelConsultarDatosCaja'                                  │
│ 1537    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpCajSelObligatoriedadDigitalizacion'                        │
│ 1538    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spTIPPAPSelTipsXPAP'                                         │
│ 1539    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spNOTSelNotificacionesWiki'                                  │
│ 1540    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spNOTUpdNotificacionesWiki'                                  │
│ 1541    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCAJSelConsultarDatosCaja'                                  │
│ 1542    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCAJUpdAuditoria'                                           │
│ 1543    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spPUNEXTSelMetaDesabastecimiento'                            │
│ 1544    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCORCLISelCorreoClienteinterno'                             │
│ 1545    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCURNOTSelValidacionNotifiWiki'                             │
│ 1546    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spInsSMSREGInsertarMensajeSMSGeneral'                        │
│ 1547    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spRESENDSelEndpointRest'                                     │
│ 1548    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCOLCHAPOSSelDatosColaGenesys'                              │
│ 1549    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCHAWEBPOSSelMensajesActivos'                               │
│ 1550    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spCHAWEBPOSUpdEstadoMensaje'                                 │
│ 1551    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spMEDENVOPEInsRegistro'                                      │
│ 1552    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spPLAIMPSelPlantilla'                                        │
│ 1553    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spUSUSelConsultarUsuarioHabilitado'                          │
│ 1554    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'SpLnACUDIAPSupdAcumuladoPs'                                  │
│ 1555    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spPLABANSelConsultaPlantillasBancosPS'                       │
│ 1556    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spPLABANSelConstruirCodigoBarras'                            │
│ 1557    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Comun\\DaoComun.cs'                                                         │ 'spLnAUDInsInstrumentacionExcepciones'                        │
│ 1558    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Configuracion\\DaoParametros.cs'                                            │ 'spLnRecSelParametrosIntegracion'                             │
│ 1559    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Configuracion\\DaoParametros.cs'                                            │ 'spSelParametrosGenerales'                                    │
│ 1560    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRAInsTransacciones'                                    │
│ 1561    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spHISCOLTRAInsTransacciones'                                 │
│ 1562    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRAUpdEstadoTxDatafono'                                 │
│ 1563    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spHISCOLTRAUpdEstadoTransaccion'                             │
│ 1564    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRADATInsTransaccionesDatafono'                         │
│ 1565    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRADATUpdEstadoTranDAT'                                 │
│ 1566    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRADATSelTransaccionesXPAPEstado'                       │
│ 1567    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spTOPMEDPAGSelTopesMediosPago'                               │
│ 1568    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spAUDDATInsAuditoriaDatafono'                                │
│ 1569    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spMOVUpdBloquearGiroMediosDePago'                            │
│ 1570    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRADATSelColaTXDatafono'                                │
│ 1571    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRADATUpdEstadoColaTXDatafono'                          │
│ 1572    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRADATInsColaTXDatafono'                                │
│ 1573    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spASGVIRANUInsTXAnuladaDatafono'                             │
│ 1574    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spHISCOLTRAInsTransacciones'                                 │
│ 1575    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRAInsTransacciones'                                    │
│ 1576    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spREPCIEDATInsReporteCierreDatafonia'                        │
│ 1577    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spDETCIEDATInsDetalleCierreDatafonia'                        │
│ 1578    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spREPCIEDATUpdActualizaCierreDF'                             │
│ 1579    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spREPCIEDATSelCanDiasUltiCierreDF'                           │
│ 1580    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRADATSelVeriSiExisteTrxPendienteDF'                    │
│ 1581    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spPUNSEREXTSelConsultarDatosDatafonia'                       │
│ 1582    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spTOPMEDPAGUpdAcumuladosMDP'                                 │
│ 1583    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spREPCIEDATSelValidarCierre'                                 │
│ 1584    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.Datafono\\DaoDatafono.cs'                                                   │ 'spCOLTRADATSelTxPendientesDatafonia'                         │
│ 1585    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.EfectyRecargas\\DaoEfectyRecargas.cs'                                       │ 'spLnRecInsMovimientosRecargas'                               │
│ 1586    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.EfectyRecargas\\DaoEfectyRecargas.cs'                                       │ 'spLnRecInsMovimientosRecargas'                               │
│ 1587    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.EfectyRecargas\\DaoEfectyRecargas.cs'                                       │ 'spLnCOMPInsRecibirCompensacionRecargas'                      │
│ 1588    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.EfectyRecargas\\DaoEfectyRecargas.cs'                                       │ 'SpLnCOMPInsConfirmarCompensacionRecargas'                    │
│ 1589    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.EfectyRecargas\\DaoEfectyRecargas.cs'                                       │ 'spMOVRECSelUltimasRecargas'                                  │
│ 1590    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.EfectyRecargas\\DaoEfectyRecargas.cs'                                       │ 'spREGIMPInsGuardarRegistroImpresion'                         │
│ 1591    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.EfectyRecargas\\DaoEfectyRecargas.cs'                                       │ 'SPPAQSelOperadorPaquetesPS'                                  │
│ 1592    │ 'C:\\Dev\\Efecty.SiewebLive\\Servidor.AccesoDatos.EfectyRecargas\\DaoEfectyRecargas.cs'                                       │ 'SPPAQSelOperadorXPaquetesPS'                                 │
